cell_id,year,region_group,eligible_primary,event_primary,annual_area_m2_primary,eligible_variant,event_variant,annual_area_m2_variant,variant
westcoast_0186,2017,Southern California,True,1,76071.0,True,0,42173.0,fixedpre_protocol_q23max
westcoast_0186,2020,Southern California,True,1,37553.0,True,0,11683.0,fixedpre_protocol_q23max
westcoast_0188,2007,Southern California,True,0,185118.0,True,1,185118.0,fixedpre_protocol_q23max
westcoast_0192,2020,Southern California,True,0,4520.0,True,1,4520.0,fixedpre_protocol_q23max
westcoast_0195,2010,Southern California,True,1,113827.0,True,0,63287.0,fixedpre_protocol_q23max
westcoast_0198,2009,Southern California,True,0,284504.0,True,1,231596.0,fixedpre_protocol_q23max
westcoast_0198,2011,Southern California,True,1,139351.0,True,0,71401.0,fixedpre_protocol_q23max
westcoast_0210,2009,Southern California,True,0,267772.0,True,1,250081.0,fixedpre_protocol_q23max
westcoast_0210,2013,Southern California,True,0,152559.0,True,1,144319.0,fixedpre_protocol_q23max
westcoast_0216,2009,Southern California,True,1,151382.0,True,0,128209.0,fixedpre_protocol_q23max
westcoast_0216,2014,Southern California,True,1,102005.0,True,0,50271.0,fixedpre_protocol_q23max
westcoast_0219,2010,Southern California,True,0,140787.0,True,1,140787.0,fixedpre_protocol_q23max
westcoast_0222,2009,Southern California,True,1,76827.0,True,0,43723.0,fixedpre_protocol_q23max
westcoast_0227,2010,Southern California,True,0,918140.0,True,1,918140.0,fixedpre_protocol_q23max
westcoast_0228,2011,Southern California,True,1,107250.0,True,0,52566.0,fixedpre_protocol_q23max
westcoast_0233,2007,Baja California Norte,True,0,44560.0,True,1,28599.0,fixedpre_protocol_q23max
westcoast_0244,2010,Baja California Norte,True,0,55670.0,True,1,55670.0,fixedpre_protocol_q23max
westcoast_0244,2011,Baja California Norte,True,1,44973.0,True,0,31372.0,fixedpre_protocol_q23max
westcoast_0244,2014,Baja California Norte,True,1,65651.0,True,0,5384.0,fixedpre_protocol_q23max
westcoast_0254,2020,Baja California Norte,True,0,62715.0,True,1,62715.0,fixedpre_protocol_q23max
westcoast_0255,2005,Baja California Norte,True,0,36649.0,True,1,36649.0,fixedpre_protocol_q23max
westcoast_0285,2015,Baja California Norte,True,0,58873.0,True,1,58873.0,fixedpre_protocol_q23max
westcoast_0299,2012,Baja California Norte,True,0,1114201.0,True,1,891462.0,fixedpre_protocol_q23max
westcoast_0302,2023,Baja California Norte,True,0,169638.0,True,1,169638.0,fixedpre_protocol_q23max
westcoast_0305,2007,Baja California Norte,True,0,138656.0,True,1,138656.0,fixedpre_protocol_q23max
westcoast_0305,2011,Baja California Norte,True,0,65312.0,True,1,53496.0,fixedpre_protocol_q23max
westcoast_0306,2012,Baja California Norte,True,0,1873112.0,True,1,1855193.0,fixedpre_protocol_q23max
westcoast_0306,2023,Baja California Norte,True,0,664629.0,True,1,664629.0,fixedpre_protocol_q23max
westcoast_0307,2010,Baja California Norte,True,0,411803.0,True,1,353605.0,fixedpre_protocol_q23max
westcoast_0307,2023,Baja California Norte,True,0,37580.0,True,1,37580.0,fixedpre_protocol_q23max
westcoast_0326,2006,Baja California Sur,True,0,486292.0,True,1,486292.0,fixedpre_protocol_q23max
westcoast_0326,2009,Baja California Sur,True,0,237674.0,True,1,237674.0,fixedpre_protocol_q23max
