spec_id,domain,year,train_start,train_end,n_train,events_train,n_test,events_test
g20_fixed_500_o00,oisst_matched_domain,2021,1989,2020,2494,971,70,22
g20_fixed_500_o00,oisst_matched_domain,2022,1989,2021,2564,993,67,42
g20_fixed_500_o00,oisst_matched_domain,2023,1989,2022,2631,1035,55,8
g20_fixed_500_o00,oisst_matched_domain,2024,1989,2023,2686,1043,60,9
g20_fixed_500_ox50,full_kelp_domain,2005,1989,2004,1269,502,93,54
g20_fixed_500_ox50,full_kelp_domain,2006,1989,2005,1362,556,84,11
g20_fixed_500_ox50,full_kelp_domain,2007,1989,2006,1446,567,98,26
g20_fixed_500_ox50,full_kelp_domain,2008,1989,2007,1544,593,100,25
g20_fixed_500_ox50,full_kelp_domain,2009,1989,2008,1644,618,101,47
g20_fixed_500_ox50,full_kelp_domain,2010,1989,2009,1745,665,99,47
g20_fixed_500_ox50,full_kelp_domain,2011,1989,2010,1844,712,89,35
g20_fixed_500_ox50,full_kelp_domain,2012,1989,2011,1933,747,90,14
g20_fixed_500_ox50,full_kelp_domain,2013,1989,2012,2023,761,100,60
g20_fixed_500_ox50,full_kelp_domain,2014,1989,2013,2123,821,94,37
g20_fixed_500_ox50,full_kelp_domain,2015,1989,2014,2217,858,77,38
g20_fixed_500_ox50,full_kelp_domain,2016,1989,2015,2294,896,66,19
g20_fixed_500_ox50,full_kelp_domain,2017,1989,2016,2360,915,79,9
g20_fixed_500_ox50,full_kelp_domain,2018,1989,2017,2439,924,88,71
g20_fixed_500_ox50,full_kelp_domain,2019,1989,2018,2527,995,63,19
g20_fixed_500_ox50,full_kelp_domain,2020,1989,2019,2590,1014,74,26
g20_fixed_500_ox50,full_kelp_domain,2021,1989,2020,2664,1040,77,24
g20_fixed_500_ox50,full_kelp_domain,2022,1989,2021,2741,1064,69,45
g20_fixed_500_ox50,full_kelp_domain,2023,1989,2022,2810,1109,57,8
g20_fixed_500_ox50,full_kelp_domain,2024,1989,2023,2867,1117,61,8
g20_fixed_500_ox50,oisst_matched_domain,2005,1989,2004,1269,502,93,54
g20_fixed_500_ox50,oisst_matched_domain,2006,1989,2005,1362,556,84,11
g20_fixed_500_ox50,oisst_matched_domain,2007,1989,2006,1446,567,98,26
g20_fixed_500_ox50,oisst_matched_domain,2008,1989,2007,1544,593,100,25
g20_fixed_500_ox50,oisst_matched_domain,2009,1989,2008,1644,618,101,47
g20_fixed_500_ox50,oisst_matched_domain,2010,1989,2009,1745,665,99,47
g20_fixed_500_ox50,oisst_matched_domain,2011,1989,2010,1844,712,89,35
g20_fixed_500_ox50,oisst_matched_domain,2012,1989,2011,1933,747,90,14
g20_fixed_500_ox50,oisst_matched_domain,2013,1989,2012,2023,761,100,60
g20_fixed_500_ox50,oisst_matched_domain,2014,1989,2013,2123,821,94,37
g20_fixed_500_ox50,oisst_matched_domain,2015,1989,2014,2217,858,77,38
g20_fixed_500_ox50,oisst_matched_domain,2016,1989,2015,2294,896,66,19
g20_fixed_500_ox50,oisst_matched_domain,2017,1989,2016,2360,915,79,9
g20_fixed_500_ox50,oisst_matched_domain,2018,1989,2017,2439,924,88,71
g20_fixed_500_ox50,oisst_matched_domain,2019,1989,2018,2527,995,63,19
g20_fixed_500_ox50,oisst_matched_domain,2020,1989,2019,2590,1014,74,26
g20_fixed_500_ox50,oisst_matched_domain,2021,1989,2020,2664,1040,77,24
g20_fixed_500_ox50,oisst_matched_domain,2022,1989,2021,2741,1064,69,45
g20_fixed_500_ox50,oisst_matched_domain,2023,1989,2022,2810,1109,57,8
g20_fixed_500_ox50,oisst_matched_domain,2024,1989,2023,2867,1117,61,8
g20_fixed_500_oy50,full_kelp_domain,2005,1989,2004,1290,496,94,59
g20_fixed_500_oy50,full_kelp_domain,2006,1989,2005,1384,555,89,19
g20_fixed_500_oy50,full_kelp_domain,2007,1989,2006,1473,574,101,27
g20_fixed_500_oy50,full_kelp_domain,2008,1989,2007,1574,601,102,30
g20_fixed_500_oy50,full_kelp_domain,2009,1989,2008,1676,631,103,41
g20_fixed_500_oy50,full_kelp_domain,2010,1989,2009,1779,672,103,54
g20_fixed_500_oy50,full_kelp_domain,2011,1989,2010,1882,726,96,42
g20_fixed_500_oy50,full_kelp_domain,2012,1989,2011,1978,768,94,16
g20_fixed_500_oy50,full_kelp_domain,2013,1989,2012,2072,784,107,67
g20_fixed_500_oy50,full_kelp_domain,2014,1989,2013,2179,851,94,41
g20_fixed_500_oy50,full_kelp_domain,2015,1989,2014,2273,892,75,37
g20_fixed_500_oy50,full_kelp_domain,2016,1989,2015,2348,929,72,21
g20_fixed_500_oy50,full_kelp_domain,2017,1989,2016,2420,950,82,10
g20_fixed_500_oy50,full_kelp_domain,2018,1989,2017,2502,960,88,69
g20_fixed_500_oy50,full_kelp_domain,2019,1989,2018,2590,1029,64,15
g20_fixed_500_oy50,full_kelp_domain,2020,1989,2019,2654,1044,77,28
g20_fixed_500_oy50,full_kelp_domain,2021,1989,2020,2731,1072,76,27
g20_fixed_500_oy50,full_kelp_domain,2022,1989,2021,2807,1099,72,44
g20_fixed_500_oy50,full_kelp_domain,2023,1989,2022,2879,1143,61,11
g20_fixed_500_oy50,full_kelp_domain,2024,1989,2023,2940,1154,68,14
g20_fixed_500_oy50,oisst_matched_domain,2005,1989,2004,1263,487,92,59
g20_fixed_500_oy50,oisst_matched_domain,2006,1989,2005,1355,546,87,19
g20_fixed_500_oy50,oisst_matched_domain,2007,1989,2006,1442,565,99,26
g20_fixed_500_oy50,oisst_matched_domain,2008,1989,2007,1541,591,100,30
g20_fixed_500_oy50,oisst_matched_domain,2009,1989,2008,1641,621,101,40
g20_fixed_500_oy50,oisst_matched_domain,2010,1989,2009,1742,661,101,54
g20_fixed_500_oy50,oisst_matched_domain,2011,1989,2010,1843,715,94,40
g20_fixed_500_oy50,oisst_matched_domain,2012,1989,2011,1937,755,93,16
g20_fixed_500_oy50,oisst_matched_domain,2013,1989,2012,2030,771,105,66
g20_fixed_500_oy50,oisst_matched_domain,2014,1989,2013,2135,837,92,40
g20_fixed_500_oy50,oisst_matched_domain,2015,1989,2014,2227,877,74,37
g20_fixed_500_oy50,oisst_matched_domain,2016,1989,2015,2301,914,71,20
g20_fixed_500_oy50,oisst_matched_domain,2017,1989,2016,2372,934,80,10
g20_fixed_500_oy50,oisst_matched_domain,2018,1989,2017,2452,944,86,68
g20_fixed_500_oy50,oisst_matched_domain,2019,1989,2018,2538,1012,62,15
g20_fixed_500_oy50,oisst_matched_domain,2020,1989,2019,2600,1027,75,26
g20_fixed_500_oy50,oisst_matched_domain,2021,1989,2020,2675,1053,74,26
g20_fixed_500_oy50,oisst_matched_domain,2022,1989,2021,2749,1079,70,44
g20_fixed_500_oy50,oisst_matched_domain,2023,1989,2022,2819,1123,59,10
g20_fixed_500_oy50,oisst_matched_domain,2024,1989,2023,2878,1133,66,13
g20_fixed_500_oxy50,full_kelp_domain,2005,1989,2004,1301,497,97,60
g20_fixed_500_oxy50,full_kelp_domain,2006,1989,2005,1398,557,90,15
g20_fixed_500_oxy50,full_kelp_domain,2007,1989,2006,1488,572,101,30
g20_fixed_500_oxy50,full_kelp_domain,2008,1989,2007,1589,602,103,24
g20_fixed_500_oxy50,full_kelp_domain,2009,1989,2008,1692,626,101,43
g20_fixed_500_oxy50,full_kelp_domain,2010,1989,2009,1793,669,100,50
g20_fixed_500_oxy50,full_kelp_domain,2011,1989,2010,1893,719,91,36
g20_fixed_500_oxy50,full_kelp_domain,2012,1989,2011,1984,755,96,19
g20_fixed_500_oxy50,full_kelp_domain,2013,1989,2012,2080,774,101,63
g20_fixed_500_oxy50,full_kelp_domain,2014,1989,2013,2181,837,94,39
g20_fixed_500_oxy50,full_kelp_domain,2015,1989,2014,2275,876,76,38
g20_fixed_500_oxy50,full_kelp_domain,2016,1989,2015,2351,914,69,20
g20_fixed_500_oxy50,full_kelp_domain,2017,1989,2016,2420,934,82,8
g20_fixed_500_oxy50,full_kelp_domain,2018,1989,2017,2502,942,90,73
g20_fixed_500_oxy50,full_kelp_domain,2019,1989,2018,2592,1015,62,18
g20_fixed_500_oxy50,full_kelp_domain,2020,1989,2019,2654,1033,76,24
g20_fixed_500_oxy50,full_kelp_domain,2021,1989,2020,2730,1057,78,25
g20_fixed_500_oxy50,full_kelp_domain,2022,1989,2021,2808,1082,74,46
g20_fixed_500_oxy50,full_kelp_domain,2023,1989,2022,2882,1128,61,11
g20_fixed_500_oxy50,full_kelp_domain,2024,1989,2023,2943,1139,70,13
g20_fixed_500_oxy50,oisst_matched_domain,2005,1989,2004,1288,492,96,60
g20_fixed_500_oxy50,oisst_matched_domain,2006,1989,2005,1384,552,89,15
g20_fixed_500_oxy50,oisst_matched_domain,2007,1989,2006,1473,567,100,30
g20_fixed_500_oxy50,oisst_matched_domain,2008,1989,2007,1573,597,102,24
g20_fixed_500_oxy50,oisst_matched_domain,2009,1989,2008,1675,621,100,42
g20_fixed_500_oxy50,oisst_matched_domain,2010,1989,2009,1775,663,99,50
g20_fixed_500_oxy50,oisst_matched_domain,2011,1989,2010,1874,713,90,35
g20_fixed_500_oxy50,oisst_matched_domain,2012,1989,2011,1964,748,96,19
g20_fixed_500_oxy50,oisst_matched_domain,2013,1989,2012,2060,767,101,63
g20_fixed_500_oxy50,oisst_matched_domain,2014,1989,2013,2161,830,93,39
g20_fixed_500_oxy50,oisst_matched_domain,2015,1989,2014,2254,869,76,38
g20_fixed_500_oxy50,oisst_matched_domain,2016,1989,2015,2330,907,69,20
g20_fixed_500_oxy50,oisst_matched_domain,2017,1989,2016,2399,927,81,8
g20_fixed_500_oxy50,oisst_matched_domain,2018,1989,2017,2480,935,89,73
g20_fixed_500_oxy50,oisst_matched_domain,2019,1989,2018,2569,1008,61,18
g20_fixed_500_oxy50,oisst_matched_domain,2020,1989,2019,2630,1026,75,23
g20_fixed_500_oxy50,oisst_matched_domain,2021,1989,2020,2705,1049,77,25
g20_fixed_500_oxy50,oisst_matched_domain,2022,1989,2021,2782,1074,73,46
g20_fixed_500_oxy50,oisst_matched_domain,2023,1989,2022,2855,1120,60,10
g20_fixed_500_oxy50,oisst_matched_domain,2024,1989,2023,2915,1130,69,12
