target_definition,feature_family,model,learning_strategy,threshold_strategy,selected_threshold,precision_floor,pr_auc,roc_auc,recall,precision,f1,f2,false_negatives,false_positives,true_positives,true_negatives,train_positive_count,validation_positive_count,test_positive_count,sampling_ratio,hard_negative_rule,status,notes
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.271670,0.606101,0.500000,0.206349,0.292135,0.389222,13,50,13,124,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.271670,0.606101,0.500000,0.206349,0.292135,0.389222,13,50,13,124,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.271670,0.606101,0.500000,0.206349,0.292135,0.389222,13,50,13,124,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.300000,0.156534,0.596154,0.038462,0.047619,0.042553,0.040000,25,20,1,154,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.156534,0.596154,0.000000,0.000000,0.000000,0.000000,26,5,0,169,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.156534,0.596154,0.000000,0.000000,0.000000,0.000000,26,5,0,169,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.241600,0.761715,0.307692,0.242424,0.271186,0.291971,18,25,8,149,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.241600,0.761715,0.307692,0.242424,0.271186,0.291971,18,25,8,149,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.241600,0.761715,0.307692,0.242424,0.271186,0.291971,18,25,8,149,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.260056,0.739169,0.192308,0.277778,0.227273,0.204918,21,13,5,161,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.260056,0.739169,0.192308,0.277778,0.227273,0.204918,21,13,5,161,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.260056,0.739169,0.192308,0.277778,0.227273,0.204918,21,13,5,161,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.297570,0.584439,0.500000,0.191176,0.276596,0.377907,13,55,13,119,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.297570,0.584439,0.500000,0.191176,0.276596,0.377907,13,55,13,119,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.297570,0.584439,0.500000,0.191176,0.276596,0.377907,13,55,13,119,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.300000,0.148484,0.534483,0.038462,0.083333,0.052632,0.043103,25,11,1,163,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.148484,0.534483,0.038462,0.083333,0.052632,0.043103,25,11,1,163,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.148484,0.534483,0.038462,0.500000,0.071429,0.047170,25,1,1,173,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.300000,0.247690,0.780946,0.846154,0.289474,0.431373,0.611111,4,54,22,120,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.400000,0.247690,0.780946,0.846154,0.289474,0.431373,0.611111,4,54,22,120,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.500000,0.247690,0.780946,0.846154,0.289474,0.431373,0.611111,4,54,22,120,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.300000,0.292952,0.788683,0.192308,0.227273,0.208333,0.198413,21,17,5,157,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.292952,0.788683,0.076923,0.133333,0.097561,0.084034,24,13,2,161,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.292952,0.788683,0.192308,0.227273,0.208333,0.198413,21,17,5,157,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.227434,0.592838,0.038462,1.000000,0.074074,0.047619,25,0,1,174,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.400000,0.227434,0.592838,0.269231,0.241379,0.254545,0.263158,19,22,7,152,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.500000,0.227434,0.592838,0.269231,0.241379,0.254545,0.263158,19,22,7,152,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.300000,0.186796,0.591070,0.038462,0.111111,0.057143,0.044248,25,8,1,166,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.186796,0.591070,0.038462,0.111111,0.057143,0.044248,25,8,1,166,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.186796,0.591070,0.038462,0.111111,0.057143,0.044248,25,8,1,166,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.300000,0.236715,0.764920,0.153846,0.148148,0.150943,0.152672,22,23,4,151,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.236715,0.764920,0.038462,0.111111,0.057143,0.044248,25,8,1,166,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.236715,0.764920,0.038462,0.111111,0.057143,0.044248,25,8,1,166,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.200000,0.300000,0.253414,0.705128,0.192308,0.161290,0.175439,0.185185,21,26,5,148,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.400000,0.253414,0.705128,0.115385,0.230769,0.153846,0.128205,23,10,3,164,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.253414,0.705128,0.076923,0.333333,0.125000,0.090909,24,4,2,170,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,original_distribution,default_0_50,0.500000,,0.241770,0.595712,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,original_distribution,default_0_50,0.500000,,0.154211,0.588749,0.000000,0.000000,0.000000,0.000000,26,1,0,173,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,original_distribution,default_0_50,0.500000,,0.245609,0.732095,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,original_distribution,default_0_50,0.500000,,0.231200,0.761715,0.038462,0.250000,0.066667,0.046296,25,3,1,171,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,class_weighted,default_0_50,0.500000,,0.256771,0.618921,0.500000,0.216667,0.302326,0.396341,13,47,13,127,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,class_weighted,default_0_50,0.500000,,0.200862,0.667772,0.038462,0.250000,0.066667,0.046296,25,3,1,171,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,class_weighted,default_0_50,0.500000,,0.269672,0.765252,0.307692,0.228571,0.262295,0.287770,18,27,8,147,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,class_weighted,default_0_50,0.500000,,0.265642,0.753095,0.192308,0.277778,0.227273,0.204918,21,13,5,161,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,positive_oversampling_train_only,default_0_50,0.500000,,0.284085,0.602343,0.500000,0.203125,0.288889,0.386905,13,51,13,123,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,positive_oversampling_train_only,default_0_50,0.500000,,0.151817,0.581786,0.000000,0.000000,0.000000,0.000000,26,3,0,171,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,positive_oversampling_train_only,default_0_50,0.500000,,0.245513,0.779399,0.307692,0.235294,0.266667,0.289855,18,26,8,148,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,positive_oversampling_train_only,default_0_50,0.500000,,0.282628,0.784483,0.038462,0.076923,0.051282,0.042735,25,12,1,162,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,random_negative_undersampling_train_only,default_0_50,0.500000,,0.233242,0.597701,0.038462,1.000000,0.074074,0.047619,25,0,1,174,270,21,26,3.000000,random_negative,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,random_negative_undersampling_train_only,default_0_50,0.500000,,0.151550,0.567860,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.000000,random_negative,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,random_negative_undersampling_train_only,default_0_50,0.500000,,0.237719,0.730217,0.038462,0.500000,0.071429,0.047170,25,1,1,173,270,21,26,3.000000,random_negative,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,random_negative_undersampling_train_only,default_0_50,0.500000,,0.271024,0.678161,0.038462,0.333333,0.068966,0.046729,25,2,1,172,270,21,26,3.000000,random_negative,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.240487,0.605217,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.183489,0.650088,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.241116,0.773762,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,hard_negative_undersampling_train_only,default_0_50,0.500000,,0.294424,0.780062,0.038462,0.500000,0.071429,0.047170,25,1,1,173,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.256771,0.618921,0.500000,0.216667,0.302326,0.396341,13,47,13,127,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.256771,0.618921,0.500000,0.216667,0.302326,0.396341,13,47,13,127,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.256771,0.618921,0.500000,0.216667,0.302326,0.396341,13,47,13,127,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.300000,0.200862,0.667772,0.115385,0.130435,0.122449,0.118110,23,20,3,154,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.200862,0.667772,0.115385,0.130435,0.122449,0.118110,23,20,3,154,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.200862,0.667772,0.038462,0.250000,0.066667,0.046296,25,3,1,171,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.269672,0.765252,0.307692,0.228571,0.262295,0.287770,18,27,8,147,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.269672,0.765252,0.384615,0.200000,0.263158,0.324675,16,40,10,134,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.269672,0.765252,0.384615,0.200000,0.263158,0.324675,16,40,10,134,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.265642,0.753095,0.192308,0.277778,0.227273,0.204918,21,13,5,161,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.265642,0.753095,0.192308,0.277778,0.227273,0.204918,21,13,5,161,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,class_weighted_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.265642,0.753095,0.192308,0.277778,0.227273,0.204918,21,13,5,161,270,21,26,4.185185,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.284085,0.602343,0.500000,0.203125,0.288889,0.386905,13,51,13,123,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.284085,0.602343,0.500000,0.203125,0.288889,0.386905,13,51,13,123,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.500000,0.284085,0.602343,0.500000,0.203125,0.288889,0.386905,13,51,13,123,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.300000,0.151817,0.581786,0.038462,0.052632,0.044444,0.040650,25,18,1,156,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.151817,0.581786,0.038462,0.052632,0.044444,0.040650,25,18,1,156,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.500000,0.151817,0.581786,0.346154,0.180000,0.236842,0.292208,17,41,9,133,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.300000,0.245513,0.779399,0.884615,0.294872,0.442308,0.631868,3,55,23,119,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.400000,0.245513,0.779399,0.884615,0.294872,0.442308,0.631868,3,55,23,119,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.500000,0.245513,0.779399,0.884615,0.294872,0.442308,0.631868,3,55,23,119,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.282628,0.784483,0.038462,0.076923,0.051282,0.042735,25,12,1,162,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.400000,0.282628,0.784483,0.038462,0.076923,0.051282,0.042735,25,12,1,162,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,positive_oversampling_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.500000,0.282628,0.784483,0.307692,0.250000,0.275862,0.294118,18,24,8,150,270,21,26,1.000000,not_applicable,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.500000,0.300000,0.240487,0.605217,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.240487,0.605217,0.076923,0.250000,0.117647,0.089286,24,6,2,168,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Logistic Regression,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.240487,0.605217,0.076923,0.250000,0.117647,0.089286,24,6,2,168,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.300000,0.183489,0.650088,0.269231,0.225806,0.245614,0.259259,19,24,7,150,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.183489,0.650088,0.038462,0.200000,0.064516,0.045872,25,4,1,170,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,Random Forest,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.183489,0.650088,0.038462,0.200000,0.064516,0.045872,25,4,1,170,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.300000,0.300000,0.241116,0.773762,0.192308,0.185185,0.188679,0.190840,21,22,5,152,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.400000,0.241116,0.773762,0.038462,0.200000,0.064516,0.045872,25,4,1,170,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,XGBoost,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.241116,0.773762,0.038462,0.200000,0.064516,0.045872,25,4,1,170,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.250000,0.300000,0.294424,0.780062,0.153846,0.266667,0.195122,0.168067,22,11,4,163,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.250000,0.400000,0.294424,0.780062,0.153846,0.266667,0.195122,0.168067,22,11,4,163,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_CRW_plus_habitat,LightGBM,hard_negative_threshold_tuned,validation_f2_with_precision_floor,0.400000,0.500000,0.294424,0.780062,0.038462,0.166667,0.062500,0.045455,25,5,1,169,270,21,26,3.214815,hard_negative_any,computed,
new_transition,canopy_trajectory_plus_OISST_plus_habitat,Logistic Regression,original_distribution,default_0_50,0.500000,,0.466351,0.789346,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,4.185185,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,Random Forest,original_distribution,default_0_50,0.500000,,0.278794,0.745137,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,4.185185,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,XGBoost,original_distribution,default_0_50,0.500000,,0.266416,0.805040,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,4.185185,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,LightGBM,original_distribution,default_0_50,0.500000,,0.381124,0.837975,0.038462,0.250000,0.066667,0.046296,25,3,1,171,270,21,26,4.185185,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,Logistic Regression,class_weighted,default_0_50,0.500000,,0.345287,0.762378,0.538462,0.350000,0.424242,0.486111,12,26,14,148,270,21,26,4.185185,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,Random Forest,class_weighted,default_0_50,0.500000,,0.253359,0.786914,0.000000,0.000000,0.000000,0.000000,26,2,0,172,270,21,26,4.185185,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,XGBoost,class_weighted,default_0_50,0.500000,,0.367242,0.863174,0.076923,0.222222,0.114286,0.088496,24,7,2,167,270,21,26,4.185185,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,LightGBM,class_weighted,default_0_50,0.500000,,0.469998,0.901636,0.230769,0.461538,0.307692,0.256410,20,7,6,167,270,21,26,4.185185,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,Logistic Regression,positive_oversampling_train_only,default_0_50,0.500000,,0.335227,0.754642,0.384615,0.322581,0.350877,0.370370,16,21,10,153,270,21,26,1.000000,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,Random Forest,positive_oversampling_train_only,default_0_50,0.500000,,0.214635,0.697834,0.038462,0.333333,0.068966,0.046729,25,2,1,172,270,21,26,1.000000,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,XGBoost,positive_oversampling_train_only,default_0_50,0.500000,,0.481520,0.886826,0.230769,0.666667,0.342857,0.265487,20,3,6,171,270,21,26,1.000000,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,LightGBM,positive_oversampling_train_only,default_0_50,0.500000,,0.338851,0.832228,0.269231,0.368421,0.311111,0.284553,19,12,7,162,270,21,26,1.000000,not_applicable,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,Logistic Regression,random_negative_undersampling_train_only,default_0_50,0.500000,,0.395508,0.755968,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.000000,random_negative,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,Random Forest,random_negative_undersampling_train_only,default_0_50,0.500000,,0.231421,0.727675,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.000000,random_negative,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,XGBoost,random_negative_undersampling_train_only,default_0_50,0.500000,,0.277922,0.813439,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.000000,random_negative,computed,Fallback feature family if CRW coverage is incomplete.
new_transition,canopy_trajectory_plus_OISST_plus_habitat,LightGBM,random_negative_undersampling_train_only,default_0_50,0.500000,,0.443549,0.869142,0.000000,0.000000,0.000000,0.000000,26,0,0,174,270,21,26,3.000000,random_negative,computed,Fallback feature family if CRW coverage is incomplete.
