domain,model_family,feature_set,budget_fraction,years,total_selected,total_events,total_true_positives,micro_recall,recall_ci_low,recall_ci_high,micro_precision,precision_ci_low,precision_ci_high
upwelling_supported_domain,xgboost,current_plus_trajectory,0.2,20,734,1500,420,0.28,0.251793867031858,0.3173765338813999,0.5722070844686649,0.48173200663008453,0.6582792646437186
upwelling_supported_domain,xgboost,current_plus_trajectory,0.3,20,1095,1500,582,0.388,0.3560563647591868,0.42948975656387517,0.5315068493150685,0.44368782981677096,0.6180544212091121
upwelling_supported_domain,xgboost,trajectory_plus_oisst,0.05,20,191,1500,133,0.08866666666666667,0.07463480526163445,0.10910826125269314,0.6963350785340314,0.5911602209944752,0.7864651214454976
upwelling_supported_domain,xgboost,trajectory_plus_oisst,0.1,20,371,1500,243,0.162,0.14009536030595815,0.194736530091359,0.6549865229110512,0.5571747995548371,0.7481075870887743
upwelling_supported_domain,xgboost,trajectory_plus_oisst,0.2,20,734,1500,436,0.2906666666666667,0.26030074475277437,0.3345490884565597,0.5940054495912807,0.49928236519927066,0.6820133019990658
upwelling_supported_domain,xgboost,trajectory_plus_oisst,0.3,20,1095,1500,596,0.3973333333333333,0.36404629505470926,0.44513791908746864,0.5442922374429223,0.4505590123232507,0.6363656765137914
upwelling_supported_domain,xgboost,trajectory_plus_oisst_cuti_beuti,0.05,20,191,1500,121,0.08066666666666666,0.06294015725101922,0.10536080311226263,0.6335078534031413,0.499934554973822,0.7550025510204081
upwelling_supported_domain,xgboost,trajectory_plus_oisst_cuti_beuti,0.1,20,371,1500,237,0.158,0.13186103352633963,0.19495135389472407,0.6388140161725068,0.5357094067135051,0.7327874172471982
upwelling_supported_domain,xgboost,trajectory_plus_oisst_cuti_beuti,0.2,20,734,1500,423,0.282,0.24954787322922556,0.3268212170618841,0.5762942779291553,0.47624842850462634,0.6721774563820019
upwelling_supported_domain,xgboost,trajectory_plus_oisst_cuti_beuti,0.3,20,1095,1500,589,0.39266666666666666,0.3557948273649082,0.4427639285866506,0.5378995433789955,0.4434037535468733,0.6306164143315909
