support_m,model_family,outcome,outcome_label,axis,axis_label,n,cells,years,events,axis_mean,axis_sd,estimate_per_sd,standard_error,ci_low,ci_high,t_statistic,degrees_freedom,p_value,cell_clusters,year_clusters,q_value,ci_excludes_zero,supported_bh
1000,logistic,mur_signed_rank_gain_pp,MUR signed rank gain (pp),rock_probability,Rock probability,965,73,14,401,0.655515872588601,0.20204528149148904,-2.2094533879297034,1.037951373678712,-4.451811002557691,0.03290422669828441,-2.1286675310221406,13,0.05297791247234166,73,14,0.14455771065363493,False,False
1000,logistic,mur_signed_rank_gain_pp,MUR signed rank gain (pp),depth_m,Depth,965,73,14,401,11.021035947465284,2.791624709735535,0.35541134061888496,0.8281778735546771,-1.4337581793846441,2.144580860622414,0.42914855850156974,13,0.6748415357858004,73,14,0.6748415357858004,False,False
1000,logistic,mur_signed_rank_gain_pp,MUR signed rank gain (pp),kelp_species_contrast,Bull-vs-giant kelp contrast,944,73,14,392,-1.2182738673754563,1.8204821825313207,-3.5377017873937264,1.8084786026094744,-7.444682276354863,0.36927870156740994,-1.9561756397278554,13,0.07227885532681746,73,14,0.14455771065363493,False,False
1000,logistic,mur_brier_gain,MUR Brier-score improvement,grazing_log1p,Urchin grazing pressure,943,73,14,392,3.4106571127100094,2.4140991312250315,-0.0052627009786060976,0.007282309471966346,-0.02099517410850429,0.010469772151292096,-0.7226692299833118,13,0.48268241997697153,73,14,0.8223429450849812,False,False
1000,logistic,mur_brier_gain,MUR Brier-score improvement,rock_probability,Rock probability,965,73,14,401,0.655515872588601,0.20204528149148904,-0.009643761239442609,0.007733366045405892,-0.026350682852891105,0.007063160374005888,-1.2470328163467204,13,0.23438534303556163,73,14,0.8223429450849812,False,False
1000,logistic,mur_brier_gain,MUR Brier-score improvement,depth_m,Depth,965,73,14,401,11.021035947465284,2.791624709735535,-0.003142159107353759,0.0061285797858859365,-0.01638215078541318,0.010097832570705664,-0.5127059150947374,13,0.6167572088137359,73,14,0.8223429450849812,False,False
1000,logistic,mur_brier_gain,MUR Brier-score improvement,kelp_species_contrast,Bull-vs-giant kelp contrast,944,73,14,392,-1.2182738673754563,1.8204821825313207,-0.0018042571460537568,0.01261665709927257,-0.029060887692660974,0.025452373400553462,-0.14300595885718284,13,0.8884782676372155,73,14,0.8884782676372155,False,False
1000,random_forest,trajectory_rank_quality_pp,Trajectory rank quality (pp),grazing_log1p,Urchin grazing pressure,943,73,14,392,3.4106571127100094,2.4140991312250315,-0.9012733871543943,1.4571350842626174,-4.0492223514276215,2.2466755771188325,-0.6185242513809098,13,0.5469149493033627,73,14,0.5469149493033627,False,False
1000,random_forest,trajectory_rank_quality_pp,Trajectory rank quality (pp),rock_probability,Rock probability,965,73,14,401,0.655515872588601,0.20204528149148904,1.5786421561990167,1.0226086033251347,-0.630569418253796,3.7878537306518294,1.5437403431438697,13,0.14663773635129645,73,14,0.5469149493033627,False,False
1000,random_forest,trajectory_rank_quality_pp,Trajectory rank quality (pp),depth_m,Depth,965,73,14,401,11.021035947465284,2.791624709735535,-0.7431462463564403,0.9323106652345609,-2.75728098561516,1.270988492902279,-0.7971015178395192,13,0.43970838291332087,73,14,0.5469149493033627,False,False
